id,water,uv,area,fertilizer_usage,yield,pesticides,region,fert a,fert b,fert c,fert d,Unique Fert,Unique lookup,yield/area,water/area,uv/area,Yield Category >=7.5,categories
952,4.63936969,70.481,6.898,0,39.184,5.035,0,1,1,1,1,1111,15,5.680487098,0.672567366,10.2175993,0,"c,a,b,d"
747,8.132,90.752,6.991,0,39.963,5.793,0,1,1,0,1,1101,13,5.716349592,1.163209841,12.98126162,0,"d,a,b"
920,4.381,68.231,6.344,0,40.603,5.276,0,1,1,1,0,1110,14,6.400220681,0.69057377,10.75520177,0,"b,c,a"
479,4.217,64.047,6.504,1,41.139,0.913,0,1,1,1,1,1111,15,6.325184502,0.648370234,9.847324723,0,"b,c,a,d"
338,3.472,94.88019684,5.474,1,43.149,4.316,0,1,0,0,1,1001,9,7.882535623,0.6342711,17.33288214,1,"a,d"
437,6.628,75.638,9.898,0,43.647,5.098,0,0,1,0,0,0100,4,4.409678723,0.669630228,7.641745807,0,b
852,3.912,83.25,6.006,3,44.038,1.22,0,1,1,0,0,1100,12,7.332334332,0.651348651,13.86113886,0,"b,a"
521,8.941,65.217,3.326,3,44.237,4.75,0,0,0,0,1,0001,1,13.30036079,2.688214071,19.60823812,1,d
828,7.455,85.167,5.555,3,46.624,2.55,0,1,1,1,1,1111,15,8.393159316,1.342034203,15.33159316,1,"b,c,d,a"
281,8.189,88.427,9.366,1,49.111,1.052,0,0,0,1,0,0010,2,5.243540466,0.874332693,9.441276959,0,c
343,5.141,75.315,5.833,1,50.17,2.458,0,0,0,1,0,0010,2,8.601062918,0.881364649,12.91188068,1,c
896,4.805,59.935,7.387,1,51.395,5.023,0,1,1,1,0,1110,14,6.957492893,0.650467037,8.113577907,0,"b,c,a"
417,4.01,68.326,8.38,3,52.876,0.336,0,0,1,1,1,0111,7,6.309785203,0.478520286,8.153460621,0,"b,d,c"
597,8.711,51.016,6.064,3,53.135,0.383,0,1,0,1,0,1010,10,8.762368074,1.436510554,8.41292876,1,"c,a"
562,2.082,60.91432468,6.546,3,57.877,3.302,0,1,0,0,0,1000,8,8.841582646,0.318056829,9.305579694,1,a
49,0.104,80.462,7.528,1,60.104,4.054,0,1,0,1,0,1010,10,7.984059511,0.01381509,10.68836344,1,"c,a"
559,5.359,71.02,7.162,2,60.974,3.021,0,1,1,1,1,1111,15,8.513543703,0.748254677,9.916224518,1,"c,a,d,b"
62,10.274,64.257,5.407,2,61.041,1.817,0,1,0,1,0,1010,10,11.28925467,1.900129462,11.88403921,1,"c,a"
980,5.646,77.573,7.867,2,61.103,2.247,0,0,1,0,0,0100,4,7.767001398,0.717681454,9.860556756,1,b
754,5.444,86.768,10.805,2,61.33,7.006,0,0,0,1,0,0010,2,5.676075891,0.503840814,8.030356317,0,c
586,5.977114196,91.224,8.429,2,67.321,2.933,0,1,0,1,0,1010,10,7.986831178,0.709113085,10.82263614,1,"c,a"
77,2.943,72.097,9.674,2,68.136,2.139,0,0,0,0,1,0001,1,7.0432086,0.30421749,7.452656605,0,d
333,4.968,68.927,9.665,2,68.254,2.305,0,1,1,1,1,1111,15,7.061976203,0.514019659,7.131608898,0,"c,b,d,a"
45,10.38424906,82.678,9.107,2,68.502,0.239,0,0,1,0,1,0101,5,7.521906226,1.140249156,9.078511035,1,"d,b"
424,7.043,73.78,8.059,2,68.626,3.606,0,1,1,0,0,1100,12,8.515448567,0.873929768,9.154982008,1,"b,a"
433,6.434,66.51677121,7.105,3,69.169,3.756,0,0,1,1,1,0111,7,9.735256861,0.905559465,9.361966391,1,"b,d,c"
121,11.243,72.49,6.011,4,69.878,2.578,0,0,1,1,0,0110,6,11.6250208,1.870404259,12.05955748,1,"b,c"
239,8.899,83.001,10.3,2,71.446,6.443,0,1,1,1,1,1111,15,6.936504854,0.863980583,8.058349515,0,"a,c,b,d"
771,9.827,63.155,6.066,1,71.577,5.25,0,1,0,0,0,1000,8,11.79970326,1.620013188,10.41130894,1,a
26,6.602,56.941,9.59,2,71.716,2.233,0,0,1,1,0,0110,6,7.478206465,0.688425443,5.937539103,0,"c,b"
880,4.17,81.742,9.809,1,74.992,3.655,0,1,0,0,0,1000,8,7.645223774,0.425119788,8.333367316,1,a
264,4.49,68.274,9.971,1,78.114,3.975,0,1,1,1,1,1111,15,7.834118945,0.450305887,6.847257045,1,"b,d,c,a"
885,8.482,54.953,7.693,4,78.854,1.379,0,0,1,1,0,0110,6,10.25009749,1.10256077,7.143247108,1,"c,b"
226,6.105,64.557,7.052,3,80.942,4.844,0,1,1,1,1,1111,15,11.47787862,0.865711855,9.154424277,1,"a,c,d,b"
313,5.35,88.698,10.869,1,81.477,3.718,0,1,1,0,1,1101,13,7.496273806,0.492225596,8.160640353,0,"b,a,d"
428,9.434,52.133,9.54,1,84.861,3.975,0,1,1,1,0,1110,14,8.895283019,0.988888889,5.464675052,1,"c,b,a"
757,5.884,85.235,8.62,3,85.421,3.557,0,0,1,1,0,0110,6,9.90962877,0.682598608,9.888051044,1,"b,c"
859,9.29,73.866,7.882,4,96.316,3.085,0,0,1,1,1,0111,7,12.21974118,1.178634864,9.37147932,1,"c,b,d"
963,6.078,79.158,7.628,4,96.624,4.41,0,0,1,0,1,0101,5,12.66701626,0.796801259,10.37729418,1,"d,b"
312,6.622135803,73.67,9.928,4,100.215,6.923,0,0,0,0,1,0001,1,10.09417808,0.667016096,7.420427075,1,d
204,3.677,78.561,11.493,3,109.148,4.98,0,0,0,1,0,0010,2,9.496911163,0.319933873,6.835552075,1,c
13,9.857,64.774,7.718,4,109.848,3.6,0,0,0,0,1,0001,1,14.23270277,1.277144338,8.392588754,1,d
644,8.203,72.973,8.351,5,111.401,4.478,0,0,1,0,0,0100,4,13.33983954,0.982277572,8.738234942,1,b
511,6.576,75.192,4.354,0,15.557,1.533,1,0,1,0,0,0100,4,3.573036288,1.510335324,17.26963712,0,b
764,5.491,92.006,3.878,0,17.272,0.767,1,0,1,1,1,0111,7,4.453842187,1.41593605,23.72511604,0,"b,c,d"
506,7.277,94.914,4.759,0,24.625,2.983,1,0,1,1,1,0111,7,5.174406388,1.529102753,19.9441059,0,"b,c,d"
205,2.289,77.891,9.704,0,26.224,0.034,1,1,1,1,0,1110,14,2.702390767,0.23588211,8.026690025,0,"c,a,b"
308,1.881,62.99504156,7.268,0,27.604,6.628,1,0,1,1,1,0111,7,3.798018712,0.258805724,8.667452058,0,"d,c,b"
650,2.692,69.424,4.042,3,27.839,7.256,1,0,0,1,0,0010,2,6.887431964,0.666006927,17.17565562,0,c
629,5.928,78.282,4.071,0,27.857,3.978,1,0,1,1,0,0110,6,6.842790469,1.456153279,19.22918202,0,"b,c"
168,2.005,76.857,5.211,2,30.041,7.108,1,1,0,0,0,1000,8,5.764920361,0.384763001,14.74899252,0,a
826,2.014,75.628,4.474,0,30.805,5.948,1,0,1,1,0,0110,6,6.885337506,0.45015646,16.90388914,0,"b,c"
944,4.532,73.021,8.283,1,30.988,0.739,1,0,1,0,0,0100,4,3.741156586,0.547144754,8.815767234,0,b
684,5.59,73.905,6.453,1,32.573,0.986,1,0,1,0,1,0101,5,5.047729738,0.866263753,11.45281265,0,"b,d"
783,7.235,84.569,6.325,3,32.748,8.992,1,0,1,1,1,0111,7,5.177549407,1.143873518,13.37059289,0,"c,b,d"
128,3.284,94.273,8.42,1,33.206,0.901,1,0,1,1,1,0111,7,3.943705463,0.390023753,11.19631829,0,"d,b,c"
627,10.647,74.201,4.116,3,34.399,0.249,1,1,1,1,1,1111,15,8.357385811,2.586734694,18.02745384,1,"d,a,c,b"
903,7.379,72.252,6.788,2,35.202,0.627,1,0,0,1,0,0010,2,5.185916323,1.08706541,10.64407778,0,c
669,8.339,91.04,6.047,2,35.957,0.951,1,0,1,0,0,0100,4,5.946254341,1.379030924,15.05539937,0,b
743,3.634,66.373,9.477,0,37.128,6.338,1,1,0,1,0,1010,10,3.917695473,0.38345468,7.003587633,0,"a,c"
163,7.672686831,64.624,3.077,3,38.078,2.273,1,1,0,1,0,1010,10,12.37504062,2.493560881,21.00227494,1,"c,a"
488,4.328,82.994,8.301,1,38.58,1.659,1,1,0,1,1,1011,11,4.647632815,0.521382966,9.998072521,0,"c,a,d"
329,2.809,70.072,7.388,1,38.599,1.194,1,0,0,1,0,0010,2,5.22455333,0.380211153,9.484569572,0,c
212,7.031,68.481,6.07,2,38.915,1.191,1,1,1,0,0,1100,12,6.411037891,1.158319605,11.28187809,0,"b,a"
863,4.67,65.325,6.819,0,39.212,6.593,1,0,1,1,0,0110,6,5.750403285,0.684851151,9.579850418,0,"b,c"
808,8.758,97.87339117,3.586,3,39.678,0.842,1,1,0,0,0,1000,8,11.06469604,2.442275516,27.2931933,1,a
260,8.154,86.381,7.764,0,40.454,4.88,1,0,1,1,1,0111,7,5.210458527,1.050231839,11.1258372,0,"b,d,c"
213,2.009,66.537,8.101,0,40.465,3.71,1,1,1,1,0,1110,14,4.995062338,0.247994075,8.213430441,0,"b,c,a"
798,3.303,66.695,8.029,0,41.437,6.328,1,0,0,1,0,0010,2,5.160916677,0.411383734,8.306762984,0,c
725,8.97,60.699,4.736,1,41.57,0.593,1,1,0,0,0,1000,8,8.777449324,1.894003378,12.81651182,1,a
765,3.994,69.151,5.931,1,41.946,3.764,1,0,0,1,0,0010,2,7.072331816,0.673410892,11.65924802,0,c
810,7.719,73.422,7.201,0,42.193,3.446,1,0,0,0,1,0001,1,5.859325094,1.071934454,10.19608388,0,d
947,7.79,68.066,9.254,1,42.932,7.353,1,1,0,1,1,1011,11,4.639291117,0.841798141,7.355305814,0,"c,a,d"
876,3.901,75.747,5.6,1,43.3,3.969,1,1,1,1,1,1111,15,7.732142857,0.696607143,13.52625,1,"b,d,c,a"
259,7.461,93.398,4.676,3,43.32,3.18,1,1,1,1,0,1110,14,9.264328486,1.595594525,19.97390932,1,"b,c,a"
167,8.278,79.21,8.254,2,43.322,8.002,1,0,1,1,1,0111,7,5.248606736,1.002907681,9.596559244,0,"b,c,d"
881,7.14,79.603,8.028,0,44.138,2.56,1,1,0,0,0,1000,8,5.498006976,0.889387145,9.915670154,0,a
656,5.331,66.502,5.859,2,44.992,4.744,1,0,0,1,0,0010,2,7.679126131,0.909882232,11.35040109,1,c
415,5.464,85.867,5.479,2,45.01,3.641,1,1,1,1,0,1110,14,8.215002738,0.997262274,15.67202044,1,"c,b,a"
388,4.534,76.14,8.055,1,45.025,6.718,1,1,0,0,1,1001,9,5.589695841,0.562880199,9.452513966,0,"d,a"
297,3.575,60.384,8.735,1,45.403,1.142,1,0,0,1,0,0010,2,5.197824843,0.409273039,6.912879222,0,c
97,2.803,80.21,4.983,4,46.165,1.241,1,1,1,1,1,1111,15,9.264499298,0.562512543,16.09672888,1,"b,a,d,c"
141,2.447,63.89680973,8.039,0,46.293,1.964,1,0,0,1,0,0010,2,5.758552059,0.304391093,7.948352996,0,c
897,7.287,65.089,7.748,0,47.079,1.949,1,0,1,1,1,0111,7,6.076277749,0.940500774,8.40074858,0,"b,c,d"
545,11.01033879,66.94,10.018,2,47.698,8.269,1,1,1,0,1,1101,13,4.761229786,1.099055579,6.68197245,0,"b,d,a"
672,4.488,83.678,8.211,1,47.713,2.302,1,0,1,0,1,0101,5,5.810863476,0.546583851,10.19096334,0,"d,b"
628,8.569,75.087,3.869,5,47.962,5.678,1,1,0,1,1,1011,11,12.39648488,2.214784182,19.4073404,1,"d,c,a"
190,1.474,54.196,5.473,3,48.216,2.722,1,1,1,1,1,1111,15,8.809793532,0.269322127,9.902430111,1,"b,c,a,d"
280,0.537,72.863,10.349,1,48.787,0.824,1,1,0,1,1,1011,11,4.714175283,0.051889071,7.040583631,0,"c,d,a"
844,5.277,84.43219427,5.618,3,49.582,2.761,1,0,1,0,0,0100,4,8.825560698,0.939302243,15.02887047,1,b
584,5.748,77.293,7.908,0,49.857,3.208,1,0,1,0,0,0100,4,6.304628225,0.726858877,9.774026302,0,b
923,12.365,86.836,8.337,2,50.201,8.538,1,0,0,0,1,0001,1,6.021470553,1.483147415,10.41573708,0,d
583,7.696,90.703,8.903,1,50.247,1.941,1,0,1,1,0,0110,6,5.643827923,0.864427721,10.18791419,0,"b,c"
324,9.013,59.391,3.804,4,50.729,2.373,1,1,1,0,0,1100,12,13.33569926,2.369348055,15.61277603,1,"a,b"
146,10.074,62.921,4.007,3,50.982,2.85,1,1,0,0,0,1000,8,12.72323434,2.514100324,15.70277015,1,a
406,6.483,67.668,6.889,0,51.024,3.469,1,1,1,1,1,1111,15,7.406590216,0.941065467,9.822615764,0,"a,c,b,d"
423,4.041,71.244,6.388,1,51.494,3.778,1,0,1,0,0,0100,4,8.061051972,0.632592361,11.15278647,1,b
508,6.07,64.494,6.947,0,51.818,4.551,1,1,1,1,1,1111,15,7.459047071,0.873758457,9.283719591,0,"c,b,d,a"
189,6.923,65.294,6.301,4,52.202,0.44,1,0,0,1,1,0011,3,8.284716712,1.09871449,10.36248215,1,"d,c"
403,9.108,79.09129494,4.986,2,52.428,1.503,1,1,0,0,0,1000,8,10.51504212,1.826714801,15.86267448,1,a
336,0.842,80.154,6.619,1,52.916,3.406,1,0,1,0,0,0100,4,7.994561112,0.127209548,12.10968424,1,b
285,12.677,59.283,6.493,1,53.931,2.098,1,0,1,1,1,0111,7,8.30602187,1.952410288,9.130294163,1,"d,c,b"
441,5.651,87.526,8.646,1,54.42,5.452,1,0,1,0,1,0101,5,6.294240111,0.653597039,10.12329401,0,"d,b"
350,7.378,77.629,9.309,1,54.844,6.153,1,1,1,1,0,1110,14,5.891502847,0.792566334,8.339134171,0,"c,a,b"
76,11.35,64.436,5.117,1,54.986,5.473,1,1,0,0,0,1000,8,10.74574946,2.218096541,12.59253469,1,a
607,10.93,76.108,4.487,5,55.399,5.709,1,0,1,1,1,0111,7,12.34655672,2.435926008,16.9618899,1,"d,b,c"
816,5.886,82.397,8.322,1,56.456,5.502,1,0,1,0,0,0100,4,6.783946167,0.707281903,9.901105503,0,b
643,2.756,70.307,6.495,2,56.732,4.137,1,1,1,1,0,1110,14,8.734719015,0.424326405,10.8247883,1,"b,a,c"
707,9.804,83.158,6.693,1,57.303,2.566,1,1,0,1,0,1010,10,8.561631555,1.464813985,12.42462274,1,"c,a"
46,11.531,80.119,5.937,4,57.662,0.477,1,1,1,1,1,1111,15,9.712312616,1.942226714,13.49486273,1,"d,b,a,c"
364,3.899889068,90.728,9.73,2,57.755,6.689,1,1,1,1,0,1110,14,5.935765673,0.400810798,9.324563207,0,"b,a,c"
8,9.857,61.683,5.24,1,57.811,5.09,1,1,0,0,0,1000,8,11.03263359,1.88110687,11.77156489,1,a
195,7.228,73.033,6.907,1,57.935,4.603,1,1,0,1,1,1011,11,8.387867381,1.046474591,10.57376574,1,"a,c,d"
400,9.753,66.29627121,5.449,4,59.169,1.945,1,1,1,0,1,1101,13,10.85868967,1.789869701,12.16668585,1,"a,d,b"
846,11.305,91.337,8.797,3,59.186,9.532,1,0,0,0,1,0001,1,6.727975446,1.285097192,10.38274412,0,d
786,4.972,97.61,8.407,0,59.654,4.801,1,1,1,0,1,1101,13,7.095753539,0.591411919,11.61056263,0,"a,d,b"
729,3.104,64.944,7.614,2,59.673,2.381,1,1,0,1,1,1011,11,7.837273444,0.407670081,8.529550827,1,"d,a,c"
379,8.157,91.237,6.219,4,59.741,6.283,1,0,1,1,1,0111,7,9.606206786,1.311625663,14.67068661,1,"b,d,c"
505,11.272,82.494,6.207,3,60.075,6.346,1,1,1,1,0,1110,14,9.67858869,1.816014178,13.29047849,1,"a,b,c"
322,5.091,71.869,7.333,3,60.631,6.69,1,1,0,1,1,1011,11,8.268239465,0.69425883,9.800763671,1,"c,a,d"
93,2.165,75.755,6.857,0,61.07,3.863,1,0,1,0,1,0101,5,8.906227213,0.315735744,11.04783433,1,"b,d"
151,7.667,67.442,6.859,3,61.326,1.76,1,1,0,1,1,1011,11,8.940953492,1.117801429,9.832628663,1,"d,c,a"
909,8.597,69.929,8.615,1,62.41,4.482,1,0,1,1,1,0111,7,7.244341265,0.997910621,8.1171213,0,"b,d,c"
927,5.312,65.494,5.537,3,62.844,4.028,1,1,0,0,0,1000,8,11.34982843,0.959364277,11.82842695,1,a
334,13.468,78.352,5.085,4,63.186,3.596,1,1,1,1,0,1110,14,12.4259587,2.648574238,15.40845624,1,"a,b,c"
206,4.89,82.063,8.025,1,63.378,4.616,1,0,0,1,0,0010,2,7.897570093,0.609345794,10.225919,1,c
2,9.731,78.506,7.189,1,63.391,2.455,1,0,0,0,1,0001,1,8.81777716,1.353595771,10.92029489,1,d
877,6.701,66.803,8.3,1,64.009,2.043,1,1,1,0,1,1101,13,7.711927711,0.807349398,8.048554217,1,"b,d,a"
900,5.01,59.366,8.267,0,64.58,2.889,1,1,0,1,0,1010,10,7.811781783,0.606023951,7.181081408,1,"c,a"
537,6.731,93.95,5.869,3,64.845,3.329,1,0,0,0,1,0001,1,11.04873062,1.146873403,16.00783779,1,d
523,5.941,65.518,5.343,5,64.947,3.231,1,0,1,1,1,0111,7,12.1555306,1.111922141,12.2623994,1,"c,b,d"
529,6.851,73.188,9.643,2,65.538,2.302,1,0,1,0,0,0100,4,6.796432645,0.710463549,7.589754226,0,b
657,3.826,76.55570611,9.907,2,66.036,6.607,1,0,1,0,1,0101,5,6.665589987,0.386191582,7.727435763,0,"d,b"
99,10.493,78.034,6.068,3,66.599,2.982,1,0,1,0,0,0100,4,10.97544496,1.729235333,12.8599209,1,b
986,6.917,57.437,9.196,0,67.819,3.705,1,0,0,0,1,0001,1,7.374836886,0.752174859,6.245867769,0,d
86,3.918259373,98.031,8.177,3,68.304,0.585,1,0,1,0,0,0100,4,8.353185765,0.479180552,11.98862664,1,b
634,9.911,57.726,6.506,4,68.685,1.475,1,0,0,0,1,0001,1,10.55717799,1.523363049,8.872732862,1,d
708,5.265,78.051,8.313,1,68.985,3.782,1,1,1,1,1,1111,15,8.298448214,0.633345363,9.389029231,1,"b,c,a,d"
527,6.858,63.495,9.478,3,69.4,1.499,1,0,1,1,0,0110,6,7.322219878,0.723570373,6.699198143,0,"c,b"
131,9.406,72.626,7.076,4,70.959,1.038,1,1,0,0,0,1000,8,10.02812323,1.32928208,10.26370831,1,a
444,8.437,76.461,6.741,4,71.185,6.077,1,0,1,1,1,0111,7,10.56000593,1.251594719,11.34267913,1,"d,c,b"
375,8.268,67.417,6.586,4,72.368,5.112,1,1,1,1,1,1111,15,10.9881567,1.255390222,10.23641057,1,"c,b,d,a"
287,9.208,66.085,5.994,2,72.525,3.215,1,1,0,0,0,1000,8,12.0995996,1.53620287,11.02519186,1,a
89,4.064,81.622,7.495,3,72.568,3.344,1,0,1,1,0,0110,6,9.682188125,0.542228152,10.89019346,1,"c,b"
377,5.981,76.375,9.254,1,73.22,4.249,1,1,0,1,1,1011,11,7.91225416,0.646315107,8.253187811,1,"c,a,d"
840,2.961,79.698,10.628,1,73.44,3.126,1,1,0,1,0,1010,10,6.910048927,0.278603688,7.498870907,0,"c,a"
475,11.465,77.541,6.846,3,73.74,5.27,1,0,1,1,0,0110,6,10.77125329,1.674700555,11.32646801,1,"b,c"
272,7.991,74.773,6.829,5,74.085,0.969,1,0,1,1,1,0111,7,10.84858691,1.170156685,10.94933372,1,"c,b,d"
96,12.114,83.764,7.389,5,74.554,0.343,1,1,1,1,1,1111,15,10.08986331,1.639464068,11.33631073,1,"d,b,c,a"
193,7.968,70.425,6.518,5,74.873,1.715,1,0,1,1,1,0111,7,11.48711261,1.222460878,10.80469469,1,"d,b,c"
815,5.089,58.062,10.496,0,74.895,2.957,1,0,0,1,1,0011,3,7.135575457,0.484851372,5.531821646,0,"c,d"
494,5.287,85.363,8.302,3,75.17,4.81,1,0,0,1,0,0010,2,9.054444712,0.636834498,10.28222115,1,c
961,7.514,76.65,5.88,4,75.178,4.04,1,0,0,0,1,0001,1,12.78537415,1.277891156,13.03571429,1,d
713,2.303906051,79.849,9.349,3,76.062,2.464,1,0,0,1,0,0010,2,8.135843406,0.246433421,8.540913467,1,c
566,6.18,64.633,7.535,3,76.686,3.907,1,1,0,1,0,1010,10,10.17730591,0.820172528,8.577704048,1,"c,a"
453,5.015,94.309,12.077,0,77.513,5.119,1,0,0,1,0,0010,2,6.418233005,0.415252132,7.808975739,0,c
603,2.669,94.873,10.003,2,79.743,2.9,1,1,0,1,1,1011,11,7.971908427,0.266819954,9.484454664,1,"c,a,d"
633,5.177,88.735,11.153,2,79.968,2.675,1,1,1,1,1,1111,15,7.170088765,0.464180041,7.956155295,0,"b,c,d,a"
998,9.158,79.257,9.011,2,80.399,5.968,1,1,1,1,1,1111,15,8.922317168,1.016313395,8.795583176,1,"d,c,b,a"
835,8.9,71.592,8.912,1,81.532,3.393,1,1,1,1,0,1110,14,9.148563734,0.998653501,8.033213645,1,"a,c,b"
534,7.622,73.944,8.813,2,81.939,2.3,1,1,1,0,1,1101,13,9.297515035,0.864858731,8.390332463,1,"d,a,b"
443,11.466,82.52108809,7.093,4,81.984,3.628,1,0,0,1,0,0010,2,11.5584379,1.616523333,11.63415876,1,c
115,7.6,73.851,6.85,4,82.601,3.106,1,1,1,1,1,1111,15,12.05854015,1.109489051,10.78116788,1,"a,c,b,d"
217,7.031,74.157,10.593,2,82.919,1.725,1,1,1,1,1,1111,15,7.827716417,0.663740206,7.000566412,1,"d,a,b,c"
447,9.838,64.719,6.553,4,84.289,1.949,1,0,0,0,1,0001,1,12.86265832,1.501297116,9.87623989,1,d
867,4.871,65.021,7.123,4,85.681,3.873,1,1,1,1,1,1111,15,12.02878001,0.683841078,9.12831672,1,"b,a,c,d"
594,15.214,66.904,8.438,3,86.742,1.91,1,1,1,1,1,1111,15,10.27992415,1.803033894,7.928893103,1,"a,b,c,d"
882,11.258,87.952,8.702,3,88.469,2.227,1,0,1,1,0,0110,6,10.16651345,1.29372558,10.10710182,1,"c,b"
958,10.685,75.248,6.52,5,88.759,3.672,1,0,0,0,1,0001,1,13.61334356,1.638803681,11.54110429,1,d
791,3.221,62.36,9.601,3,90.212,3.347,1,0,1,1,0,0110,6,9.396104572,0.335485887,6.495156755,1,"c,b"
383,6.547,90.496,10.5,3,90.571,2.604,1,1,0,1,0,1010,10,8.625809524,0.62352381,8.618666667,1,"c,a"
230,7.864,71.261,6.951,5,90.602,5.128,1,1,0,0,0,1000,8,13.03438354,1.131348007,10.2519062,1,a
69,6.525,95.81,7.96,4,92.918,3.043,1,1,1,1,0,1110,14,11.67311558,0.819723618,12.03643216,1,"a,b,c"
525,10.836,88.44,8.894,3,94.181,5.287,1,0,1,0,1,0101,5,10.58927367,1.218349449,9.943782325,1,"d,b"
964,6.667,63.774,10.14,2,95.717,2.448,1,1,1,0,1,1101,13,9.439546351,0.657495069,6.289349112,1,"a,d,b"
315,6.372,74.139,8.144,4,97.364,2.854,1,1,1,1,0,1110,14,11.95530452,0.782416503,9.103511788,1,"a,c,b"
814,3.33112336,70.418,10.009,4,99.13,7.306,1,1,1,1,1,1111,15,9.904086322,0.332812805,7.035468079,1,"b,a,c,d"
665,10.267,61.537,7.954,3,103.774,2.935,1,0,0,0,1,0001,1,13.04676892,1.290797083,7.73661051,1,d
386,8.714,81.117,9.656,5,104.641,0.94,1,1,1,0,1,1101,13,10.83688898,0.902444076,8.400683513,1,"d,b,a"
696,1.339,79.693,11.448,3,106.153,2.879,1,0,0,0,1,0001,1,9.272624039,0.116963662,6.961303284,1,d
536,9.403,68.497,8.624,2,108.664,3.323,1,0,0,0,1,0001,1,12.60018553,1.090329314,7.942602041,1,d
558,10.287,75.498,10.322,3,108.961,5.515,1,1,1,1,1,1111,15,10.55619066,0.996609184,7.314280178,1,"d,b,c,a"
133,9.645,81.796,10.121,2,111.371,4.055,1,1,0,0,1,1001,9,11.00395218,0.952969074,8.081810098,1,"d,a"
484,6.436,63.881,8.915,5,111.891,4.505,1,1,1,0,1,1101,13,12.55086932,0.721929333,7.165563657,1,"d,a,b"
294,9.194,93.316,10.684,5,117.117,6.794,1,1,1,1,0,1110,14,10.96190565,0.860539124,8.734181954,1,"a,c,b"
916,7.514,99.142,10.335,4,129.108,3.345,1,0,1,0,1,0101,5,12.49230769,0.727044025,9.592839865,1,"b,d"
185,9.154,69.117,0.263,4,2.843,2.684,2,1,1,0,1,1101,13,10.80988593,34.80608365,262.8022814,1,"d,b,a"
588,4.86,70.15,0.653,3,5.998,6.092,2,1,0,1,1,1011,11,9.185298622,7.442572741,107.4272588,1,"d,a,c"
50,6.262,71.29930584,6.572,0,11.371,7.707,2,0,0,1,1,0011,3,1.730219111,0.952830189,10.84895098,0,"c,d"
984,3.966,78.208,7.915,0,11.55,0.16,2,1,1,0,0,1100,12,1.45925458,0.50107391,9.880985471,0,"b,a"
153,5.362,68.859,1.716,1,11.726,2.417,2,1,1,1,1,1111,15,6.833333333,3.124708625,40.12762238,0,"b,c,a,d"
393,8.194,59.687,1.262,2,12.091,4.361,2,1,1,1,0,1110,14,9.580824089,6.492868463,47.2955626,1,"b,c,a"
907,2.903,58.439,5.837,0,14.259,0.944,2,0,0,1,0,0010,2,2.442864485,0.497344526,10.01182114,0,c
499,5.051,60.051,6.351,0,14.657,0.239,2,0,0,1,0,0010,2,2.307825539,0.795307826,9.45536136,0,c
22,5.434702101,63.116,1.87,4,14.693,0.071,2,0,0,1,1,0011,3,7.857219251,2.906257808,33.75187166,1,"d,c"
307,5.613,67.685,1.497,3,15.607,3.712,2,0,1,1,1,0111,7,10.4255177,3.749498998,45.21376086,1,"c,b,d"
